id_libro|titulo|autor|año_publicacion|numero_paginas|editorial|sinopsis|portada|isbn|id_coleccion|num_coleccion|activo
249|Heaven|Mieko Kawakami|2009|192|Europa Editions|El narrador sin nombre de esta novela es un chico de catorce años que sufre constantes burlas por tener un ojo vago. Incapaz de enfrentarse a los matones del instituto, intenta, sin éxito, pasar desapercibido. La única persona que entiende lo que está viviendo es una compañera de clase, Kojima, víctima también de todo tipo de humillaciones a manos del resto. Dándose mutuamente consuelo en el momento de sus vidas que más lo necesitan, los dos jóvenes se acercan más que nunca. Pero, ¿cuál es, en última instancia, la naturaleza de una amistad cuando el vínculo que comparten es el miedo?|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/249.jpg|9788432241802|||true
250|La insoportable levedad del ser|Milan Kundera|1984|336|Tusquets|La insoportable levedad del ser narra una extraordinaria historia de amor, es decir, de celos, sexo, traiciones, muerte y, también, de las debilidades y paradojas de Teresa, Tomás, Franz y Sabina, cuyos destinos se entrelazan irremediablemente. Los celos de Teresa hacia Tomás, el terco amor de éste por ella -junto con su irrefenable deseo de otras mujeres-, el idealismo de Franz, amante de Sabina, y la necesidad de Sabina de perseguir una libertad que sólo conduce a una insoportable levedad, se convierten en una reflexión sobre los problemas filosóficos que afectan a nuestra existencia.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/250.jpg|9788483835128|||true
251|Ultravioleta|Milo Quifes|2024|464|Montena|"Cada persona tiene una manera única de afrontar la culpa, los recuerdos y la pérdida.

En el caso de Jericho, fue seguir la vida que hubiese querido su padre para él antes de morir, aunque eso implicara no preguntarse a sí mismo quién era realmente.

Para Hugo, fue aislarse emocionalmente del mundo y volcar su pena y frustración en el alcohol, el sexo y las noches efímeras.

Pero cuando sus caminos se encuentran, lo que al principio parecía una unión distante basada en la necesidad de desahogarse se transforma poco a poco en una relación sin etiquetas, llena de deseos, descubrimientos, y sobre todo, de perdón. Solo les queda una pregunta por responder:

¿Estarían dispuestos a dejar atrás la forma en la que han crecido, si esa fuera la única forma de mantenerse juntos?"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/251.jpg|9788419848710|||true
252|Donde no puedas encontrarme|Tamara Molina|2024|544|Esencia|Un romance que florece entre las grietas de un corazón roto. Gala está harta de seguir atrapada en un círculo vicioso de dependencia y toxicidad con su exnovio. No concibe una vida sin él. Por ello decide dejarlo todo atrás y alejarse completamente de él, con la esperanza de poder sanar su corazón y evitar la tentación de volver a caer en esa destructiva relación. Huir donde no pueda hacerle daño. Una nueva vida en la que refugiarse y con la que enfrentarse a sus inseguridades, sus heridas, sus miedos y su inoportuna atracción hacia Gael, un chico que forma parte de su nueva rutina. Pero Gala tiene claro que volver a abrir su corazón no entra en sus planes. Ella sabe que lo que necesita es centrarse en sí misma.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/252.jpg|9788408287216|||true
253|La madriguera del zorro|Nora Sakavic|2013|320|Kakao Books|"Neil Josten es un joven que lleva toda la vida huyendo de su propio padre, el despiadado jefe de una organización criminal. Está acostumbrado a vivir con miedo y a fingir ser cualquiera salvo él mismo. Cuando asesinan a su madre, Neil toma una decisión a la desesperada: incorporarse al equipo de exy conocido como los Zorros. El exy es un deporte rápido y violento, una mezcla de lacrosse, rugby y hockey, lo único que hace que Neil se sienta real.

Sin embargo, Neil no es el único que tiene secretos en el equipo. Uno de los Zorros es un viejo amigo de su infancia y Neil no encuentra el valor para alejarse de él por segunda vez. ¿Habrá encontrado por fin algo por lo que merece la pena luchar?"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/253.jpg|9788412318968|26|1|true
254|El rey cuervo|Nora Sakavic|2013|384|Kakao Books|Los Zorros son un equipo fragmentado, pero puede que Neil Josten sea el milagro que estaban esperando. La única persona que no está de acuerdo es Andrew, y el único capaz de penetrar las férreas barreras de Andrew es Neil. El problema es que Andrew no da nada a cambio de nada y a Neil le cuesta horrores confiar en nadie que no sea él mismo. Sin embargo, puede que no tengan demasiado tiempo; desde el equipo rival de los Cuervos, Riko Moriyama está dispuesto a hacer todo lo que sea para destrozar la nueva y frágil vida de Neil.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/254.jpg|9788412492651|26|2|true
255|La guardia del rey|Nora Sakavic|2014|444|Kakao Books|Mientras que Neil Josten trata de librarse de las garras del siniestro Riko Moriyama, los Zorros luchan por superar sus temores y comportarse por fin como un equipo unido. Kevin debe hacer valer su liderazgo y confrontar su vulnerabilidad ante Riko; miembros como Renee, Danielle y Nicky deben demostrar que han dejado atrás su pasado; Andrew necesita salir adelante sin drogas... y, esta vez, tiene a su lado a alguien que lo apoya y desea protegerlo tanto como Andrew a él. ¿Lograrán triunfar sobre las malas artes de los Cuervos de forma definitiva?|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/255.jpg|9788412655810|26|3|true
256|Veinte poemas de amor y una canción desesperada|Pablo Neruda|1924|160|Austral|"«Veinte poemas de amor y una canción desesperada es un libro doloroso y pastoril que contiene mis más atormentadas pasiones adolescentes, mezcladas con la naturaleza arrolladora del sur de mi patria. Es un libro de amor porque a pesar de su aguda melancolía está presente en él el goce de la existencia.» Con estas palabras definía Pablo Neruda este volumen que el lector tiene en sus manos, aparecido en abril de 1924, cuando el poeta apenas tenía diecinueve años.

Se iniciaba así el milagro de un texto escrito por un estudiante provinciano, bohemio, pobre y poco afortunado en el amor. Con el tiempo, el joven se convirtió en un poeta universalmente consagrado, y este libro, en uno de los poemarios más leídos, publicados y traducidos en el mundo."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/256.jpg|9788432244445|||true
257|El nombre del viento|Patrick Rothfuss|2007|872|Plaza & Janés|"En una posada en tierra de nadie, un hombre se dispone a relatar, por primera vez, la auténtica historia de su vida. Una historia que únicamente él conoce y que ha quedado diluida tras los rumores, las conjeturas y los cuentos de taberna que le han convertido en un personaje legendario a quien todos daban ya por muerto: Kvothe... músico, mendigo, ladrón, estudiante, mago, héroe y asesino.

Ahora va a revelar la verdad sobre sí mismo. Y para ello debe empezar por el principio: su infancia en una troupe de artistas itinerantes, los años malviviendo como un ladronzuelo en las calles de una gran ciudad y su llegada a una universidad donde esperaba encontrar todas las respuestas que había estado buscando."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/257.jpg|9788401337208|27|1|true
258|El temor de un hombre sabio|Patrick Rothfuss|2011|1190|Plaza & Janés|"Una rivalidad cada vez mayor con un poderoso miembro de la nobleza obliga a Kvothe a dejar la universidad y a buscar fortuna en el extranjero. Sin rumbo, sin dinero y solo, viaja a Vintas, donde no tarda en verse enredado en la política de una sociedad distinguida. Mientras intenta congraciarse con un poderoso noble, Kvothe descubre un intento de asesinato, entra en conflicto con un rival arcanista y conduce a un grupo de mercenarios a tierras remotas en un intento de solucionar el misterio de quién, o qué, está abordando a los viajeros del camino del rey.

Entretanto, Kvothe busca respuestas, intenta desvelar la verdad sobre el misterioso Amyr, los Chandrian, y la muerte de sus padres. A lo largo del camino, Kvothe se ve puesto a prueba por los legendarios mercenarios Adem, obligado a reclamar el honor de Edema Ruh, y viaja al reino Fata. Allí conoce a Felurian, una hada a la que ningún hombre puede resistirse y a la que ninguno ha sobrevivido. Bajo su tutela, Kvothe aprende mucho sobre la verdadera magia y la idiosincrasia de las mujeres.

En El Temor de un Hombre Sabio, Kvothe da sus primeros pasos por la senda del héroe y aprende lo dura que puede ser la vida cuando un hombre se convierte en una leyenda en su propia época."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/258.jpg|9788401339639|27|2|true
259|Robot salvaje|Peter Brown|2016|285|Planeta|"Cuando Roz abre los ojos por primera vez, descubre que está sola en una isla remota y salvaje. No tiene idea de cómo llegó ahí o con qué propósito, pero sabe que necesita sobrevivir.

Después de enfrentarse a una feroz tormenta y escapar del ataque de un oso, se da cuenta de que su única oportunidad para sobrevivir es adaptándose a sus alrededores y aprendiendo de los demás habitantes, aunque estos nos sean los más amigables.

Cuando trata de hacerse cargo de un gansito que queda huérfano, finalmente los demás animales deciden cooperar, y la isla se empieza a sentir como un hogar. Los castores le enseñan técnicas avanzadas de construcción, el venado le muestra cómo cultivar un huerto y una tortuga le cuenta a Roz acerca de los efectos del cambio climático.

Hasta que un día, el misterioso pasado de Roz viene a perseguirla…"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/259.jpg|9786070751745|28|1|true
260|El escape de la robot salvaje|Peter Brown|2018|279|Planeta|"Después de aprender a vivir en una isla lejana y salvaje, ahora Roz se encuentra atrapada en la granja de
la familia Shareef. Su nueva vida le impone otro tipo de riesgos, como los tornados o los ataques de lobos.

Desesperada por escapar de la granja y volver a su vida en la isla con Diamantino, Roz inicia una travesía en busca de la libertad a través del bosque silvestre y luego por la bulliciosa ciudad, donde se enfrentará a criaturas aún más peligrosas: los humanos. Mientras combate nuevas y viejas amenazas, el misterioso pasado de la robot se convierte en su futuro cuando se encuentra cara a cara con quien tiene todas las respuestas…"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/260.jpg|9786070760099|28|2|true
261|La misión de la robot salvaje|Peter Brown|2023|239|Planeta|"La robot y los animales de la isla parecen tener una vida perfecta. Sin embargo, un día aparece una foca herida y da la voz de se acercan aguas contaminadas. A partir de este momento, todos están en peligro.

Roz calma y organiza a los animales, pero las aguas tóxicas dificultan cada día más conseguir comida y hallar refugio. La robot descubre entonces que su cuerpo es impermeable a la marea venenosa y se impone una misió encontrar el origen del peligro y acabar con él.

Para cumplir su objetivo, hará un emocionante viaje submarino, donde encontrará paisajes y criaturas increíbles, aunque amenazados por la devastación. ¿Podrá Roz salvar el océano, la isla y a los seres que ama o la marea venenosa acabará con ellos?"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/261.jpg|9786073919982|28|3|true
262|El ladrón del rayo|Rick Riordan|2005|288|Salamandra|"¿Qué pasaría si un día descubrieras que, en realidad, eres hijo de un dios griego que debe cumplir una misión secreta? Pues eso es lo que le sucede a Percy Jackson, que a partir de ese momento se dispone a vivir los acontecimientos más emocionantes de su vida.

Expulsado de seis colegios, Percy padece dislexia y dificultades para concentrarse, o al menos ésa es la versión oficial. Objeto de burlas por inventarse historias fantásticas, ni siquiera él mismo acaba de creérselas hasta el día que los dioses del Olimpo le revelan la verdad: Percy es nada menos que un semidiós, es decir, el hijo de un dios y una mortal. Y como tal ha de descubrir quién ha robado el rayo de Zeus y así evitar que estalle una guerra entre los dioses. Para cumplir la misión contará con la ayuda de sus amigos Grover, un joven sátiro, y Annabeth, hija de Atenea."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/262.jpg|9788498386264|29|1|true
263|El mar de los monstruos|Rick Riordan|2006|256|Salamandra|Desde que sabe que es hijo de un dios del Olimpo, Percy Jackson espera que el destino le depare continuas aventuras. Y sus expectativas se cumplen con creces. Aunque el nuevo curso en la Escuela Meriwether transcurre con inusual nor- malidad, un simple partido de balón prisionero acaba en batalla campal contra una banda de feroces gigantes. A partir de ahí los acontecimientos se precipitan: el perímetro mágico que protege el Campamento Mestizo es destruido por un misterioso enemigo y la única seguridad con que contaban los semidioses desaparece. Así, para impedir este daño irreparable, Percy y sus amigos inician la travesía del temible Mar de los Monstruos en busca de lo único que puede salvar el campamento: el Vellocino de Oro.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/263.jpg|9788498386271|29|2|true
264|La maldición del titán|Rick Riordan|2007|288|Salamandra|Percy recibe una llamada de socorro de su amigo Grover, el sátiro, y no duda en acudir inmediatamente en su auxilio. Lo hará acompañado de sus aliadas, las semidiosas Annabeth y Thalia, pero ninguno imagina la sorpresa que los aguarda: una terrible mantícora pretende secuestrarlos y llevarlos ante el general enviado por Cronos, el diabólico señor de los titanes. Sin embargo, gracias a la ayuda de las cazadoras de Artemisa, Percy y sus aliadas logran escapar y volver al Campamento Mestizo. Una vez allí, emprenderán la búsqueda del monstruo que puede provocar la destrucción del Olimpo, a pesar de que, según la profecía del Oráculo, sólo uno de ellos logrará superar la maldición del titán.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/264.jpg|9788498386288|29|3|true
265|La batalla del laberinto|Rick Riordan|2008|320|Salamandra|A punto de comenzar primero de secundaria, Percy Jackson no espera emociones fuertes, sino más bien un aburrimiento soporífero. Pero cuando en la nueva escuela se presenta una vieja amiga, seguida de un par de animadoras diabólicas, los acontecimientos se precipitan y todo empieza a ir de mal en peor. Cronos, el malvado señor de los titanes, amenaza con destruir el Campamento Mestizo, donde se refugian los jóvenes semidioses. Para evitarlo, Percy y sus amigos deben emprender una arriesgada búsqueda a través del laberinto, un mundo subterráneo plagado de trampas temibles y criaturas perversas, concebido para acabar con quienes se atrevan a profanarlo.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/265.jpg|9788498386295|29|4|true
266|El último héroe|Rick Riordan|2009|352|Salamandra|Los mestizos han dedicado mucho tiempo a prepararse para la batalla decisiva contra los titanes, aunque saben que sus posibilidades de obtener la victoria son mínimas. El ejército de Cronos es ahora más formidable que nunca y, con cada dios y cada mestizo que logra reclutar, aumentan los poderes del maligno titán. Tras fracasar en un primer intento de detener en alta mar las arrolladoras tropas de Cronos, Percy Jackson y los olímpicos se esfuerzan por mantener a raya la furia desatada del monstruo Tifón. Y cuando Cronos ordena el avance definitivo hacia Nueva York, donde el monte Olimpo, en lo alto del Empire State, se encuentra prácticamente indefenso, pararle los pies al implacable Señor del Tiempo dependerá exclusivamente de Percy y su hueste de jóvenes semidioses.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/266.jpg|9788498386301|29|5|true
267|Intermezzo|Sally Rooney|2024|416|Random House|"A pesar de ser hermanos, Peter e Ivan Koubek tienen poco en común.

Peter, de treinta y pocos, es un carismático y renombrado abogado en Dublín de apariencia inquebrantable. Tras la muerte de su padre, lucha por mantener bajo control su caótica vida personal. Se medica para poder dormir y manejar la relación sentimental que mantiene con dos mujeres muy su eterno primer amor, Sylvia, y Naomi, una estudiante universitaria que no se toma la vida muy enserio.

Ivan, de veintidós años, es un ajedrecista de carácter reservado, rígido en su actitud y aparentemente poco empático, que se ve a sí mismo como la antítesis de su hermano mayor, al que considera superficial y hablador. Pocos días después del funeral, Ivan conocerá a Margaret, una mujer catorce años mayor, y sus vidas se entrelazarán rápida e intensamente."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/267.jpg|9788439744030|||true
268|La pareja de al lado|Shari Lapena|2016|390|Suma de letras|La vecina nos ha invitado a una pequeña fiesta en su casa pero prefiere que mi hija de seis meses no vaya. Nada personal, es solo que no soporta la idea de que llore. Y mi marido está de acuerdo. Después de todo, dice, es la casa de al lado. El plan que me propone es que nos llevemos el monitor infantil y nos turnemos para ir a verla cada media hora. La niña duerme la última vez que voy a verla. Pero ahora la casa me parece excesivamente tranquila, así que subo tan rápido como puedo las escaleras hasta que confirmo que mi peor pesadilla se ha hecho realidad: ¡mi hija ha desaparecido! Nunca hasta hoy había tenido que llamar a la policía. Pero ahora están en mi casa y quién sabe lo que pueden llegar a encontrar. ¿De que eres capaz cuando has sobrepasado tus límites? ¿De verdad conoces a tus vecinos? ¿Y a tu marido? ¿Y a ti misma? Las personas somos capaces de casi cualquier cosa.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/268.jpg|9788491290650|||true
269|El impulso|Sohn Won-Pyung|2023|251|Temas de hoy|Andrea Kim Seong-gon es un fracasado. En los negocios, en lo familiar, en lo económico. Ni siquiera cuando toma la decisión de suicidarse tiene éxito. Pero es entonces, desde lo más hondo del abismo, que se obsesiona con algo nimio: cambiar su postura corporal. Lo que Seong-gon no sabe es que este pequeño gesto pondrá en marcha una serie de cambios que renovarán por completo su vida.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/269.jpg|9788499989686|||true
270|Las ventajas de ser un marginado|Stephen Chbosky|1999|261|Alfaguara|Charlie tiene 15 años y se ha quedado solo tras el suicidio de su mejor amigo. Vive con sus padres, su popular y guapa hermana y un hermano mayor que es una estrella del fútbol americano y que está a punto de comenzar la universidad. Su profesor de lengua está convencido de que Charlie posee una gran capacidad intelectual. Tras conocer a Sam y Patrick empieza a comprender lo que es ser un adolescente, y comienza un viaje hacia la madurez que le llevará a recorrer caminos nuevos e inesperados. Con ellos descubre nueva música, empieza a beber, fumar y coquetear con drogas, cambia de amigos… ¡Hasta que se convierte en un joven de verdad!|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/270.jpg|9788420403540|||true
271|It (Eso)|Stephen King|1986|1504|Debolsillo|"Eso es lo que se proponen averiguar los protagonistas de esta novela. Tras veintisiete años de tranquilidad y lejanía, una antigua promesa infantil les hace volver al lugar en el que vivieron su infancia y juventud como una terrible pesadilla. Regresan a Derry para enfrentarse con su pasado y enterrar definitivamente la amenaza que los amargó durante su niñez.

Saben que pueden morir, pero son conscientes de que no conocerán la paz hasta que aquella cosa sea destruida para siempre."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/271.jpg|9788466345347|||true
272|El resplandor|Stephen King|1977|682|Debolsillo|"REDRUM. Esa es la palabra que Danny había visto en el espejo. Y, aunque no sabía leer, entendió que era un mensaje de horror. Tenía cinco años, y a esa edad pocos niños son conscientes de que los espejos invierten las imágenes, y menos aún diferencian entre realidad y fantasía. Pero Danny tenía pruebas de que sus fantasías relacionadas con la imagen del espejo acabarían cumpliéndose: REDRUM... MURDER, asesinato.
Su madre estaba pensando en el divorcio, y su padre, obsesionado con algo muy malo, tan malo como la muerte y el suicidio, necesitaba aceptar la propuesta de cuidar de aquel hotel de lujo, de más de cien habitaciones y aislado por la nieve, durante seis meses. Hasta el deshielo iban a estar solos. ¿Solos?..."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/272.jpg|9788490328729|||true
273|Carrie|Stephen King|1974|256|Debolsillo|El escalofriante caso de una joven de apariencia insignificante que se transformó en un ser de poderes anormales, sembrando el terror en la ciudad. Con pulso mágico para mantener la tensión a lo largo de todo el libro, Stephen King narra la atormentada adolescencia de Carrie, y nos envuelve en una atmósfera sobrecogedora cuando la muchacha realiza una serie de descubrimientos hasta llegar al terrible momento de la venganza. Esta novela fue llevada al cine con un inmenso éxito de público y crítica.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/273.jpg|9786073105507|||true
274|Cementerio de animales|Stephen King|1983|488|Debolsillo|Un hermoso día de agosto, el doctor Louis Creed llega con su esposa Rachel, sus hijos Eileen y Gage y el gato Church a su nuevo hogar, una gran casa situada en las afueras de Ludlow, Nueva Inglaterra. El lugar parece tranquilo y lo bastante alejado del ajetreo urbano. Detrás de la casa de los Creed hay incluso un campo de enterramientos, en donde los niños del lugar han sepultado a sus animales durante generaciones: el Cementerio de animales. Pero enseguida empieza la pesadilla... al menos para Louis. En su primer día de trabajo en el centro médico de la Universidad de Maine, le llevan el cuerpo horriblemente mutilado del estudiante Victor Pascow. El joven trata de advertir al doctor Creed acerca del lugar situado detrás del Cementerio de animales, usado en tiempos antiguos por los indios MicMac e impregnado de un espíritu diabólico. El gato Church muere atropellado por un camión y Judd Crandall, un anciano vecino, persuade a Louis para que entierre al animalito en el cementerio de animales. Con ello, el doctor invoca fuerzas ocultas que es mejor no perturbar, y cuando la tragedia hiere a la familia Creed, Louis se embarca en una terrorífica aventura con consecuencias que van más allá de la comprensión humana... o de la cordura.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/274.jpg|9788497930994|||true
275|La tienda|Stephen King|1991|954|Debolsillo|Un hombre nuevo y misterioso llega al pequeño pueblo de Castle Rock, Maine, para abrir un peculiar establecimiento: Cosas Necesarias. En esta pequeña tienda, cada habitante del lugar parece descubrir, perturbado y fascinado, aquello que sabía que siempre había deseado o que deseaba profundamente sin saberlo, y puede acceder a ello por un pequeño precio más una pequeña -o gran- promesa hecha al fascinante vendedor. Pero el sucesivo cumplimiento de esas promesas irá alterando, poco a poco, la hasta entonces tranquila vida de la localidad. |https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/275.jpg|9788483468746|||true
276|Todos quieren a Daisy Jones|Taylor Jenkins Reid|2019|421|Blackie Books|"Todo el mundo conoce a Daisy Jones & The Six: el álbum de la banda Aurora llegó a definir la era del rock ‘n’ roll de finales de los setenta, y una generación entera de chicas quería crecer para ser Daisy. Pero nadie sabe la razón detrás de la división del grupo en la noche de su concierto final en el Estadio de Chicago el 12 de julio de 1979. . . hasta ahora.

Daisy es una niña que llega a la mayoría de edad en Los Ángeles a fines de los años sesenta, se cuela en clubes en Sunset Strip, duerme con estrellas de rock y sueña con cantar en Whiskey a Go Go. El sexo y las drogas son emocionantes, pero es el rock ‘n’ roll lo que más ama. Para cuando tiene veinte años, su voz se hace notar y tiene el tipo de belleza despreocupada que hace que la gente haga locuras.

También se hizo notar The Six, una banda dirigida por el melancólico Billy Dunne. En la víspera de su primera gira, su novia Camila descubre que está embarazada, y con la presión de la paternidad y la fama inminentes, Billy se vuelve un poco loco en el camino.

Daisy y Billy se cruzan cuando un productor se da cuenta de que la clave del éxito sobrealimentado es unir los dos. Lo que suceda después se convertirá en leyenda."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/276.jpg|9788417552589|||true
277|La vida de las marionetas|T.J. Klune|2023|509|Crossbooks|"Tres robots viven en una diminuta y peculiar casa entre las ramas de una arboleda: una máquina enfermera un poco sádica, una pequeña aspiradora desesperada por recibir amor y atención, y Giovanni Lawson, un androide inventor. Pero también vive con ellos un humano: Victor Lawson, hijo de Gio. Refugiados y a salvo en el bosque, los cuatro forman una extraña familia.

Pero todo cambia el día en que Vic rescata y repara a un androide llamado Hap, que, al parece, comparte un oscuro secreto con Giovanni: un pasado dedicado a cazar humanos.

Sin ser consciente de ello, Hap alerta sobre su paradero a los robots de aquella vida anterior, y la familia deja de estar oculta y a salvo. Gio es capturado y, con tal de impedir que lo desmantelen, o incluso peor, que lo reprogramen, el resto emprenderá un viaje para rescatarlo a través de un mundo despiadado.

En medio de sentimientos encontrados de traición y afecto por Hap, Vic debe tomar una difícil decisión: ¿será capaz de aceptar un amor con ataduras?"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/277.jpg|9788408291473|||true
278|Bajo la puerta de los susurros|T.J. Klune|2021|494|Crossbooks|Cuando Wallace Price se ve asistiendo a su propio funeral, descubre que está muerto. Pero Wallace no está preparado para abandonar este mundo que apenas ha sabido disfrutar en vida. De modo que, cuando le dan una semana para dar el salto al Más Allá, decide vivir plenamente esos escasos siete días que le quedan. Comenzará entonces un extraordinario viaje en el que, con la ayuda de Hugo, quien regenta una pintoresca tetería escondida entre las montañas de un pequeño pueblo y es, además, el barquero que ayuda a las almas a cruzar «al otro lado», aprenderá a disfrutar la belleza de los detalles y podrá compensar todo aquello que se perdió.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/278.jpg|9788408268468|||true
279|La casa en el mar más azul|T.J. Klune|2020|491|Crossbooks|"Trabajo, trabajo y más trabajo. Linus Baker podría ser una persona cualquiera, en un lugar cualquiera, viviendo una vida cualquiera. Él estaba convencido de esto, y si tú lo hubieras conocido, tampoco habrías dudado en asegurar que Linus pertenecía al montón, ni más, ni menos. Y así era, hasta el día en que este funcionario del Departamento de Jóvenes Mágicos es llamado por Altísima Dirección para supervisar un orfanato del que apenas hay registros.

Con esta nueva tarea entre manos, Linus viajará a la isla de Marsyas, donde deberá supervisar a seis huérfanos catalogados como peligrosos (hablamos del futuro Anticristo, entre otros) y a su enigmático cuidador. Ahí, deberá dejar de lado sus miedos y prejuicios, que no son pocos, para darse cuenta de que lo que realmente tiene que hacer no es aquello a lo que le han enviado. Porque en Marsyas, Linus descubrirá que el camino a la felicidad es distinto para cada uno de nosotros, y, que si te atreves a recorrerlo, llegarás al lugar donde te encontrarás a ti mismo."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/279.jpg|9788408253891|||true
280|Mientras crezcan los limoneros|Zoulfa Katouh|2022|500|Bambú|"Salama Kassab era una estudiante de farmacia cuando empezaron a estallar los gritos de libertad en Siria. Todavía tenía a sus padres y a su hermano mayor; todavía tenía su casa? Tenía una vida de adolescente normal.

Ahora, Salama trabaja como voluntaria en un hospital de Homs, ayudando a los heridos que atraviesan sus puertas a diario. Sin embargo, en secreto, está desesperada por encontrar una forma de salir de su querido país antes de que su cuñada, Layla, dé a luz. Tan desesperada que ha manifestado una encarnación física de su miedo en forma de su compañero imaginario Khawf, que la persigue en cada movimiento en un esfuerzo por mantenerla a salvo.

Pero incluso con Khawf presionándola para que se vaya, Salama se debate entre la lealtad a su país y su convicción de sobrevivir. Salama debe enfrentarse a las balas y las bombas, a los asaltos militares y a su cambiante sentido de la moralidad antes de poder vivir por fin en libertad. Y cuando menos se lo espera, se cruza con un chico que lo cambia todo y las dudas la invaden de nuevo? ¿debería abandonar su hogar?"|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/280.jpg|9788483438053|||true
281|Una habitación propia|Virginia Woolf|1929|83|Austral|"""Una Habitación Propia"" esconde la reflexión que la autora hizo para un ciclo de conferencias sobre la literatura y la mujer. El ensayo recorre la historia literaria de la mujeres, cuyo fin último es el de reivindicar para el género femenino la posibilidad de ser admitido en una cultura que hasta entonces se había mostrado como uso exclusivo de los hombres, en una sociedad inglesa de una pronunciada idiosincrasia patriarcal."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/281.jpg|9788432222825|||true
282|La reina roja|Victoria Aveyard|2015|469|Gran Travesía|Ambientada en un reino imaginario, esta novela nos muestra a una sociedad dividida por el color de la sangre. Por un lado está la gente común que tiene sangre roja; por el otro tenemos a aquellos que poseen sangre plateada y que tienen habilidades sobrenaturales. Estos últimos forman una élite cerrada y llena de privilegios. La protagonista es Mare, una chica de sangre roja que sobrevive en medio de la pobreza realizando pequeños robos. Cierto día, el azar la lleva a la corte. Allí demuestra tener poderes especiales, los cuales resultan insólitos para alguien del pueblo. Ello la convierte en una anomalía que llama la atención del mismísimo rey. Éste desea aprovechar en su beneficio los poderes de la joven y la hace pasar por una princesa, quien supuestamente se casará con uno de sus hijos. Una vez en la corte, Mare se convierte en parte del mundo de plata y, de manera secreta, ayuda a la Guardia Escarlata, un grupo que prepara una rebelión. |https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/282.jpg|9788494411021|30|1|true
